       -9.7399153489     9800.6749551991     1      320.6559033484      640.5767950445      659.2652972834
       -6.1516683714     9796.4959650394     1      295.5351544005      769.5346137737      821.5260901737
       -5.3296938158     9800.6096228373     1      382.5502595134      437.3686090365      480.3765598621
       -9.3508284077     9801.1221602461     1      412.6959852644      446.9812957373      524.9867973549
       -7.8590763071     9797.7015734086     1      331.4767868350      686.7869965178      723.2469269845
       -4.8941121647     9798.1905570253     1      426.8613406095      452.6941643796      514.4317851276
       -8.0165139488     9801.5598252709     1      356.8428699459      535.7096090620      638.4105426442
       -4.8289773717     9795.8190951828     1      388.3476097013      600.2970578429      697.9412247604
       -8.3241035583     9801.7150254253     1      328.5271108160      491.1210101786      632.5991233067
       -3.4995072437     9792.6303032538     1      380.1320866863      632.8714658521      766.4195279712
      -12.9478115654     9809.3327569968     1      331.6022844596      478.7902423836      543.6544172094
       -5.4314898727     9799.0738052705     1      368.4439478845      511.9868563382      626.4077847584
       -5.7869085847     9802.2247917024     1      343.7494308928      566.3302189387      665.3821309523
       -9.7587382704     9805.9124529502     1      383.8699882701      460.8305950260      559.5564594881
        2.7253914974     9805.0058370255     1      361.2360315879      541.8068447744      633.6511773789
        1.2436346150     9801.3066549276     1      365.2985774870      521.5450342084      709.6677419430
       -0.2921258902     9795.5362012903     1      347.1511219519      619.4479685488      859.2725682091
        2.1817374276     9793.6635033563     1      339.0198325232      657.4351946601      759.2791896913
       -0.7899524890     9800.8748415289     1      385.1017383041      502.3049441981      681.7136514259
        0.5686216546     9788.5863806150     1      371.5148412989      782.9759701807      906.4524858010
       -1.8143524370     9793.2105503609     1      355.4771871112      784.7650974492      874.4060302765
       -3.3172511784     9797.4254532274     1      309.5094474032      660.4488259191      735.2437844733
       -5.6221945884     9797.6977540870     1      309.7205733717      722.0248211284      803.3955001294
       -3.0959297494     9793.6538849244     1      247.5865134884     1031.1363743170     1137.3153787913
       -1.7404801444     9791.7234196468     1      361.2714646086      757.2817208137      873.3312934456
       -4.2314908676     9803.9516568068     1      341.3374798020      525.4544367264      609.1384113101
       -4.8848779371     9795.6799847377     1      226.5436594968     1022.3378307158     1142.2497266224
       -5.7014557831     9800.7028761326     1      310.7800021233      632.1663684203      690.6865372563
        1.3112355701     9795.5190395568     1      358.3867929178      529.8919733648      644.6415793206
       -2.8734723104     9793.4960745350     1      367.0515279399      654.7858994522      763.1671709908
       -3.2679325050     9793.8416850253     1      383.7329003330      678.3091719665      751.8687652757
       -6.2596787301     9793.3905006387     1      312.9071116864      735.1846434566      795.5993889067
      -10.2303552061     9798.6044791300     1      390.2617627909      493.9575426558      668.3079317546
       -3.0274979937     9794.9599606605     1      366.4506930327      625.3935637019      675.1026899924
       -3.4444958672     9794.6487423984     1      329.0751059838      698.9811636731      741.1700021276
       -4.4170920970     9798.6011093256     1      328.4127489633      695.6744992240      706.7383563607
       -1.3140624764     9791.7737327092     1      446.1102598613      617.7480075396      719.1301708891
       -9.3757026579     9801.3827587071     1      347.9624748773      557.6459894327      616.6884692672
       -6.7831586252     9800.9563072377     1      328.4485903997      629.2130582372      664.6561861847
       -4.4770094891     9797.8601039586     1      336.3567418832      653.2731175484      681.9699798480
       -3.8405988547     9795.2736741801     1      276.7853491341      843.8432884793      899.3461951250
       -2.9005720885     9792.8429924944     1      262.5978596756      916.0622707993      988.5016103832
       -0.9261512364     9789.3425463685     1      289.1807226205      887.1877499805      970.4592685592
        1.8371648199     9788.4640796953     1      303.3734473654      838.3340709108      964.2760286995
       -0.5133378837     9795.0428731317     1      289.8409724516      806.3074159900     1004.0828625668
       -7.1545535835     9797.5501077826     1      392.0707009872      498.7857934327      661.9534297204
       -0.8081214020     9796.7426127625     1      292.8073338354      786.5726039117      867.6537184543
       -9.2589061637     9800.8164797402     1      411.7731994748      439.8162224013      522.6505128424
       -7.9393159498     9796.9716029520     1      376.8562571152      543.5727861630      590.2477731243
       -2.4685106204     9792.2482803830     1      265.5008072775     1023.3482886904     1109.8612789279
       -5.5146207158     9801.5500687591     1      374.1385875705      514.5491883795      686.6505895939
       -4.3256051110     9798.6052566471     1      336.7607551630      618.2649451720      710.2347878503
       -5.4868327094     9796.5226925651     1      383.5204033319      565.1912793424      712.0994528391
       -1.7964665806     9792.8617316387     1      362.1122606486      691.7686923948      957.2139147712
        2.8251996280     9789.0768578430     1      340.8436795422     1044.4798151583     1245.0925830682
       -7.2124247306     9801.5183401983     1      349.6632364116      563.5274321905      672.1546788002
       -1.7306565865     9792.0256799057     1      287.8306208956      919.0766536235     1079.4753159503
       -6.1478572635     9798.2743494375     1      357.3694691556      567.4343737868      680.1286747076
       -2.9828886402     9798.2119692233     1      341.1515792545      610.9209537254      799.2738646544
