      -13.0411833249     3871.6384204988         1         1         2       65.8160316679      116.7345354733      160.8031755559
      -20.3712362372     3869.2803443907         1         3         3       45.9517795035      162.0749535851      180.8807651410
      -19.7739222683     3869.9564408163         1         3         2       65.1580873371      129.0982870020      165.3786806979
        0.5680022962     3867.1440248751         1         4         2       69.2342271431       94.7945188230      123.5570034323
      -10.7461822908     3873.3370738908         1         5         4       66.6525844934      102.8297651957      130.4977655033
       -2.2453841398     3867.8315071788         1         2         6       63.3152504655      115.5551962482      159.6237508020
        4.9481461841     3868.0993369619         1         7         6       50.2377080626      128.0508547784      143.8798903505
      -14.3200231637     3870.1755050382         1         6         6       78.0371760225       91.1288977702      131.8543388390
       -0.5316470112     3867.3358542364         1         8         3       40.4810069308      158.9801004961      173.6562949260
        1.1796610451     3868.7712679086         1         1         9       76.8084053296       84.8866628899      129.8304382392
       -5.1986089417     3874.4600247742         1        10         9       57.6915294622      132.0123191263      149.7937565392
      -20.8659600096     3871.0242120174         1         3         3       45.8816228888      162.2669199823      180.9270919139
        0.6014124726     3866.3347996854         1         3        11       63.0050839288      112.6516023673      149.0230844854
       -0.2009760922     3866.1361302883         1        12         2       57.3967794606      121.6638395286      153.5144820968
        3.5398714779     3869.1688768857         1        12        13       63.0490789866      101.6016130740      127.3172668908
       -0.8141316270     3864.3314356122         1         1        14       62.4600857388      107.6180363516      137.9442602576
       39.3679294938     3868.7852035418         1         1         1       70.9054506294      105.7591388301      145.0941679595
       -8.6868031096     3874.7410344490         1        15        14       58.3217195529      126.6316309170      144.8045702225
        5.2345642176     3866.4144424474         1         6        16       67.3125012990      102.6940575380      127.7902217321
        4.8723617062     3868.2840810351         1        17         8       55.3272749642      131.3258668005      144.8995620104
        4.9086231796     3868.0570864925         1        18         6       76.0310367539       84.1336297415      121.8754709255
        3.6166449202     3869.0213285630         1         1        19       52.3850842098      123.6617292952      137.1504620832
      -12.3165666246     3869.6693212288         1         6         6       53.7919950559      131.5920917490      157.6622222079
      -15.6668753333     3872.1838775852         1         6         6       76.3145051780       94.0566571904      132.0509129394
        4.9223099465     3868.1555627482         1         8        17       43.7424644518      145.4230863321      149.8119205988
      -11.8530011433     3872.1450126666         1         8         6       57.0213200146      129.3716870264      152.4594455054
       -9.7986164380     3872.9228541573         1        13        13       61.7843384726      103.2888691201      131.0390468715
      -10.3801249582     3873.8136168242         1        13        17       63.6339843257      105.0083083044      126.9595878669
        4.2285192650     3869.0181823326         1        12        13       62.6671385734      110.6734783809      135.7875978107
       -7.9475971134     3874.7708760932         1        20        20       70.0742915115       89.5296770650      108.9089436285
       -4.0288162827     3876.0773270136         1        13        20       77.2377538873       84.1856373795      119.5580331071
      -11.4880028229     3875.0867321510         1        12         4       70.6669575106       91.9438440168      133.5724582751
        9.9712024099     3871.6634728433         1        10        21       46.0553348462      122.7946817258      138.7755105100
       -2.6001537306     3873.9808721167         1        10        12       41.3960724286      149.2612602086      166.5684602060
       -6.1035825140     3874.4624229277         1        21        22       47.2219585549      128.0809723704      136.2512684151
